#Date:= 2024-10-01T15:32:03.237378
#Sampling Rate(Hz):= 1000
#Labels:= LOD	ECG	TS
1	128	283
1	128	284
1	128	285
1	128	286
1	128	287
1	128	288
1	128	289
1	128	290
1	128	291
1	128	292
1	128	293
1	128	294
1	128	295
1	128	296
1	128	297
1	128	298
1	128	299
1	128	300
1	128	301
1	128	302
1	128	303
1	128	304
1	128	305
1	128	306
1	128	307
1	128	308
1	128	309
1	128	310
1	128	311
1	128	312
1	128	313
1	128	314
1	128	315
1	128	316
1	128	317
1	128	318
1	128	319
1	128	320
1	128	321
1	128	322
1	128	323
1	128	324
1	128	325
1	128	326
1	128	327
1	128	328
1	128	329
1	128	330
1	128	331
1	128	332
1	128	333
1	128	334
1	128	335
1	128	336
1	128	337
1	128	338
1	128	339
1	128	340
1	128	341
1	128	342
1	128	343
1	128	344
1	128	345
1	128	346
1	128	347
1	128	348
1	128	349
1	128	350
1	128	351
1	128	352
1	128	353
1	128	354
1	128	355
1	128	356
1	128	357
1	128	358
1	128	359
1	128	360
1	128	361
1	128	362
1	128	363
1	128	364
1	128	365
1	128	366
1	128	367
1	128	368
1	128	369
1	128	370
1	128	371
1	128	372
1	128	373
1	128	374
1	128	375
1	128	376
1	128	377
1	128	378
1	128	379
1	128	380
1	128	381
1	128	382
1	128	383
1	128	384
1	128	385
1	128	386
1	128	387
1	128	388
1	128	389
1	128	390
1	128	391
1	128	392
1	128	393
1	128	394
1	128	395
1	128	396
1	128	397
1	128	398
1	128	399
1	128	400
1	128	401
1	128	402
1	128	403
1	128	404
1	128	405
1	128	406
1	128	407
1	128	408
1	128	409
1	128	410
1	128	411
1	128	412
1	128	413
1	128	414
1	128	415
1	128	416
1	128	417
1	128	418
1	128	419
1	128	420
1	128	421
1	128	422
1	128	423
1	128	424
1	128	425
1	128	426
1	128	427
1	128	428
1	128	429
1	128	430
1	128	431
1	128	432
1	128	433
1	128	434
1	128	435
1	128	436
1	128	437
1	128	438
1	128	439
1	128	480
1	128	481
1	128	482
1	128	483
1	128	484
1	128	485
1	128	486
1	128	487
1	128	488
1	128	489
1	128	490
1	128	491
1	128	492
1	128	493
1	128	494
1	128	495
1	128	496
1	128	497
1	128	498
1	128	499
1	128	460
1	128	461
1	128	462
1	128	463
1	128	464
1	128	465
1	128	466
1	128	467
1	128	468
1	128	469
1	128	470
1	128	471
1	128	472
1	128	473
1	128	474
1	128	475
1	128	476
1	128	477
1	128	478
1	128	479
1	128	440
1	128	441
1	128	442
1	128	443
1	128	444
1	128	445
1	128	446
1	128	447
1	128	448
1	128	449
1	128	450
1	128	451
1	128	452
1	128	453
1	128	454
1	128	455
1	128	456
1	128	457
1	128	458
1	128	459
1	128	500
1	128	501
1	128	502
1	128	503
1	128	504
1	128	505
1	128	506
1	128	507
1	128	508
1	128	509
1	128	510
1	128	511
1	128	512
1	128	513
1	128	514
1	128	515
1	128	516
1	128	517
1	128	518
1	128	519
1	128	520
1	128	521
1	128	522
1	128	523
1	128	524
1	128	525
1	128	526
1	128	527
1	128	528
1	128	529
1	128	530
1	128	531
1	128	532
1	128	533
1	128	534
1	128	535
1	128	536
1	128	537
1	128	538
1	128	539
1	128	540
1	128	541
1	166	542
1	227	543
1	288	544
1	337	545
1	371	546
1	387	547
1	382	548
1	364	549
1	333	550
1	292	551
1	228	552
1	159	553
1	128	554
1	128	555
1	128	556
1	128	557
1	128	558
1	128	559
1	153	560
1	210	561
1	272	562
1	330	563
1	379	564
1	422	565
1	454	566
1	466	567
1	455	568
1	443	569
1	428	570
1	407	571
1	392	572
1	382	573
1	376	574
1	376	575
1	380	576
1	385	577
1	389	578
1	402	579
1	418	580
1	441	581
1	469	582
1	507	583
1	553	584
1	601	585
1	652	586
1	690	587
1	707	588
1	711	589
1	703	590
1	678	591
1	643	592
1	608	593
1	580	594
1	559	595
1	537	596
1	534	597
1	546	598
1	565	599
1	595	600
1	639	601
1	677	602
1	706	603
1	738	604
1	770	605
1	796	606
1	822	607
1	832	608
1	823	609
1	806	610
1	774	611
1	738	612
1	703	613
1	666	614
1	639	615
1	616	616
1	600	617
1	589	618
1	589	619
1	609	620
1	641	621
1	692	622
1	749	623
1	809	624
1	860	625
1	900	626
1	927	627
1	944	628
1	948	629
1	936	630
1	900	631
1	846	632
1	787	633
1	746	634
1	729	635
1	730	636
1	746	637
1	769	638
1	798	639
1	829	640
1	862	641
1	906	642
1	943	643
1	975	644
1	994	645
1	1013	646
1	1020	647
1	1024	648
1	1018	649
1	1012	650
1	1002	651
1	988	652
1	977	653
1	972	654
1	973	655
1	977	656
1	983	657
1	1005	658
1	1033	659
1	1078	660
1	1134	661
1	1188	662
1	1250	663
1	1305	664
1	1343	665
1	1362	666
1	1364	667
1	1343	668
1	1307	669
1	1266	670
1	1214	671
1	1158	672
1	1098	673
1	1047	674
1	1003	675
1	964	676
1	953	677
1	965	678
1	1005	679
1	1058	680
1	1128	681
1	1195	682
1	1252	683
1	1293	684
1	1324	685
1	1337	686
1	1332	687
1	1321	688
1	1308	689
1	1283	690
1	1242	691
1	1191	692
1	1141	693
1	1107	694
1	1085	695
1	1084	696
1	1099	697
1	1123	698
1	1161	699
1	1207	700
1	1268	701
1	1333	702
1	1401	703
1	1448	704
1	1476	705
1	1490	706
1	1489	707
1	1476	708
1	1450	709
1	1413	710
1	1373	711
1	1341	712
1	1307	713
1	1282	714
1	1271	715
1	1270	716
1	1293	717
1	1320	718
1	1354	719
1	1393	720
1	1426	721
1	1451	722
1	1479	723
1	1507	724
1	1534	725
1	1557	726
1	1578	727
1	1580	728
1	1569	729
1	1546	730
1	1512	731
1	1487	732
1	1473	733
1	1452	734
1	1449	735
1	1450	736
1	1459	737
1	1484	738
1	1521	739
1	1545	760
1	1593	761
1	1647	762
1	1705	763
1	1749	764
1	1785	765
1	1801	766
1	1803	767
1	1795	768
1	1777	769
1	1741	770
1	1697	771
1	1659	772
1	1618	773
1	1582	774
1	1548	775
1	1530	776
1	1533	777
1	1557	778
1	1592	779
1	1575	740
1	1638	741
1	1692	742
1	1738	743
1	1779	744
1	1809	745
1	1822	746
1	1830	747
1	1809	748
1	1764	749
1	1712	750
1	1657	751
1	1597	752
1	1544	753
1	1500	754
1	1468	755
1	1452	756
1	1455	757
1	1472	758
1	1503	759
1	1836	800
1	1843	801
1	1844	802
1	1838	803
1	1836	804
1	1836	805
1	1834	806
1	1825	807
1	1821	808
1	1817	809
1	1803	810
1	1778	811
1	1747	812
1	1726	813
1	1712	814
1	1705	815
1	1699	816
1	1701	817
1	1708	818
1	1730	819
1	1643	780
1	1705	781
1	1762	782
1	1812	783
1	1849	784
1	1876	785
1	1888	786
1	1890	787
1	1881	788
1	1870	789
1	1856	790
1	1836	791
1	1817	792
1	1817	793
1	1811	794
1	1801	795
1	1795	796
1	1793	797
1	1802	798
1	1820	799
1	1764	820
1	1813	821
1	1868	822
1	1919	823
1	1973	824
1	2025	825
1	2070	826
1	2106	827
1	2131	828
1	2136	829
1	2131	830
1	2109	831
1	2070	832
1	2010	833
1	1940	834
1	1865	835
1	1801	836
1	1755	837
1	1737	838
1	1735	839
1	1746	840
1	1769	841
1	1800	842
1	1839	843
1	1869	844
1	1899	845
1	1919	846
1	1924	847
1	1917	848
1	1895	849
1	1867	850
1	1835	851
1	1791	852
1	1760	853
1	1731	854
1	1716	855
1	1709	856
1	1703	857
1	1712	858
1	1737	859
1	1775	860
1	1832	861
1	1894	862
1	1949	863
1	2003	864
1	2055	865
1	2102	866
1	2135	867
1	2153	868
1	2148	869
1	2123	870
1	2086	871
1	2047	872
1	2010	873
1	1976	874
1	1952	875
1	1947	876
1	1955	877
1	1979	878
1	2034	879
1	2112	880
1	2209	881
1	2320	882
1	2427	883
1	2517	884
1	2596	885
1	2672	886
1	2735	887
1	2790	888
1	2825	889
1	2852	890
1	2853	891
1	2839	892
1	2812	893
1	2775	894
1	2757	895
1	2760	896
1	2782	897
1	2803	898
1	2827	899
1	2853	900
1	2881	901
1	2916	902
1	2944	903
1	2968	904
1	2981	905
1	2973	906
1	2940	907
1	2861	908
1	2739	909
1	2593	910
1	2437	911
1	2264	912
1	2094	913
1	1952	914
1	1833	915
1	1736	916
1	1660	917
1	1606	918
1	1566	919
1	1542	920
1	1534	921
1	1543	922
1	1556	923
1	1587	924
1	1625	925
1	1664	926
1	1708	927
1	1742	928
1	1776	929
1	1793	930
1	1823	931
1	1832	932
1	1845	933
1	1860	934
1	1881	935
1	1906	936
1	1935	937
1	1967	938
1	2000	939
1	2031	940
1	2065	941
1	2102	942
1	2127	943
1	2146	944
1	2165	945
1	2174	946
1	2178	947
1	2174	948
1	2163	949
1	2148	950
1	2133	951
1	2124	952
1	2112	953
1	2105	954
1	2097	955
1	2090	956
1	2085	957
1	2088	958
1	2094	959
1	2105	960
1	2121	961
1	2133	962
1	2156	963
1	2176	964
1	2192	965
1	2203	966
1	2209	967
1	2197	968
1	2183	969
1	2165	970
1	2136	971
1	2105	972
1	2079	973
1	2055	974
1	2040	975
1	2038	976
1	2043	977
1	2053	978
1	2071	979
1	2102	980
1	2140	981
1	2196	982
1	2250	983
1	2296	984
1	2326	985
1	2341	986
1	2343	987
1	2325	988
1	2296	989
1	2263	990
1	2232	991
1	2197	992
1	2169	993
1	2144	994
1	2127	995
1	2114	996
1	2104	997
1	2098	998
1	2117	999
1	2145	1000
1	2174	1001
1	2214	1002
1	2261	1003
1	2296	1004
1	2329	1005
1	2338	1006
1	2313	1007
1	2265	1008
1	2218	1009
1	2173	1010
1	2125	1011
1	2079	1012
1	2027	1013
1	2000	1014
1	1993	1015
1	2000	1016
1	2026	1017
1	2058	1018
1	2102	1019
1	2146	1020
1	2197	1021
1	2257	1022
1	2307	1023
1	2351	1024
1	2388	1025
1	2419	1026
1	2435	1027
1	2431	1028
1	2412	1029
1	2372	1030
1	2319	1031
1	2270	1032
1	2229	1033
1	2166	1034
1	2138	1035
1	2124	1036
1	2108	1037
1	2117	1038
1	2131	1039
1	2156	1040
1	2188	1041
1	2237	1042
1	2287	1043
1	2335	1044
1	2377	1045
1	2406	1046
1	2420	1047
1	2424	1048
1	2421	1049
1	2407	1050
1	2391	1051
1	2353	1052
1	2314	1053
1	2280	1054
1	2243	1055
1	2212	1056
1	2199	1057
1	2181	1058
1	2168	1059
1	2169	1060
1	2186	1061
1	2219	1062
1	2273	1063
1	2325	1064
1	2384	1065
1	2445	1066
1	2499	1067
1	2527	1068
1	2533	1069
1	2515	1070
1	2487	1071
1	2440	1072
1	2378	1073
1	2324	1074
1	2275	1075
1	2243	1076
1	2236	1077
1	2242	1078
1	2270	1079
1	2303	1080
1	2341	1081
1	2386	1082
1	2432	1083
1	2477	1084
1	2513	1085
1	2540	1086
1	2559	1087
1	2559	1088
1	2552	1089
1	2532	1090
1	2507	1091
1	2476	1092
1	2434	1093
1	2395	1094
1	2372	1095
1	2366	1096
1	2376	1097
1	2395	1098
1	2426	1099
1	2462	1100
1	2503	1101
1	2535	1102
1	2567	1103
1	2596	1104
1	2623	1105
1	2635	1106
1	2635	1107
1	2611	1108
1	2582	1109
1	2555	1110
1	2524	1111
1	2499	1112
1	2471	1113
1	2445	1114
1	2425	1115
1	2419	1116
1	2420	1117
1	2436	1118
1	2471	1119
1	2372	1140
1	2417	1141
1	2458	1142
1	2501	1143
1	2536	1144
1	2580	1145
1	2620	1146
1	2645	1147
1	2645	1148
1	2625	1149
1	2590	1150
1	2549	1151
1	2506	1152
1	2464	1153
1	2419	1154
1	2389	1155
1	2366	1156
1	2350	1157
1	2348	1158
1	2360	1159
1	2511	1120
1	2548	1121
1	2591	1122
1	2632	1123
1	2673	1124
1	2715	1125
1	2740	1126
1	2747	1127
1	2735	1128
1	2699	1129
1	2673	1130
1	2632	1131
1	2581	1132
1	2525	1133
1	2476	1134
1	2423	1135
1	2381	1136
1	2353	1137
1	2338	1138
1	2345	1139
1	2369	1160
1	2390	1161
1	2409	1162
1	2422	1163
1	2442	1164
1	2448	1165
1	2438	1166
1	2421	1167
1	2392	1168
1	2356	1169
1	2323	1170
1	2284	1171
1	2238	1172
1	2188	1173
1	2147	1174
1	2106	1175
1	2080	1176
1	2066	1177
1	2057	1178
1	2066	1179
1	2084	1180
1	2117	1181
1	2166	1182
1	2211	1183
1	2263	1184
1	2304	1185
1	2332	1186
1	2343	1187
1	2343	1188
1	2328	1189
1	2288	1190
1	2236	1191
1	2169	1192
1	2092	1193
1	2028	1194
1	1976	1195
1	1939	1196
1	1922	1197
1	1922	1198
1	1926	1199
1	1952	1200
1	1989	1201
1	2035	1202
1	2085	1203
1	2130	1204
1	2165	1205
1	2188	1206
1	2201	1207
1	2192	1208
1	2181	1209
1	2155	1210
1	2120	1211
1	2088	1212
1	2048	1213
1	2007	1214
1	1966	1215
1	1935	1216
1	1912	1217
1	1898	1218
1	1898	1219
1	1910	1220
1	1929	1221
1	1958	1222
1	1989	1223
1	2026	1224
1	2073	1225
1	2113	1226
1	2153	1227
1	2179	1228
1	2187	1229
1	2172	1230
1	2155	1231
1	2107	1232
1	2060	1233
1	2013	1234
1	1974	1235
1	1945	1236
1	1922	1237
1	1918	1238
1	1926	1239
1	1949	1240
1	1985	1241
1	2025	1242
1	2068	1243
1	2106	1244
1	2139	1245
1	2179	1246
1	2201	1247
1	2201	1248
1	2175	1249
1	2137	1250
1	2088	1251
1	2036	1252
1	1984	1253
1	1944	1254
1	1915	1255
1	1900	1256
1	1898	1257
1	1920	1258
1	1940	1259
1	1965	1260
1	1993	1261
1	2022	1262
1	2052	1263
1	2086	1264
1	2119	1265
1	2147	1266
1	2163	1267
1	2157	1268
1	2143	1269
1	2125	1270
1	2093	1271
1	2057	1272
1	2008	1273
1	1959	1274
1	1924	1275
1	1913	1276
1	1913	1277
1	1927	1278
1	1948	1279
1	1971	1280
1	1989	1281
1	2008	1282
1	2019	1283
1	2034	1284
1	2045	1285
1	2052	1286
1	2052	1287
1	2036	1288
1	2004	1289
1	1962	1290
1	1917	1291
1	1869	1292
1	1832	1293
1	1801	1294
1	1788	1295
1	1790	1296
1	1803	1297
1	1827	1298
1	1853	1299
1	1890	1300
1	1932	1301
1	1976	1302
1	2021	1303
1	2076	1304
1	2133	1305
1	2183	1306
1	2219	1307
1	2244	1308
1	2255	1309
1	2250	1310
1	2233	1311
1	2200	1312
1	2157	1313
1	2117	1314
1	2079	1315
1	2045	1316
1	2025	1317
1	2016	1318
1	2026	1319
1	2043	1320
1	2066	1321
1	2093	1322
1	2118	1323
1	2146	1324
1	2170	1325
1	2183	1326
1	2182	1327
1	2161	1328
1	2135	1329
1	2105	1330
1	2065	1331
1	2023	1332
1	1993	1333
1	1964	1334
1	1939	1335
1	1937	1336
1	1944	1337
1	1965	1338
1	1994	1339
1	2019	1340
1	2036	1341
1	2057	1342
1	2080	1343
1	2101	1344
1	2115	1345
1	2127	1346
1	2129	1347
1	2117	1348
1	2093	1349
1	2061	1350
1	2028	1351
1	1985	1352
1	1938	1353
1	1903	1354
1	1875	1355
1	1858	1356
1	1851	1357
1	1849	1358
1	1865	1359
1	1895	1360
1	1939	1361
1	1996	1362
1	2075	1363
1	2145	1364
1	2199	1365
1	2238	1366
1	2262	1367
1	2267	1368
1	2261	1369
1	2235	1370
1	2186	1371
1	2131	1372
1	2070	1373
1	2017	1374
1	1971	1375
1	1934	1376
1	1914	1377
1	1904	1378
1	1906	1379
1	1916	1380
1	1936	1381
1	1966	1382
1	2003	1383
1	2043	1384
1	2079	1385
1	2102	1386
1	2109	1387
1	2103	1388
1	2091	1389
1	2077	1390
1	2048	1391
1	2008	1392
1	1968	1393
1	1926	1394
1	1898	1395
1	1886	1396
1	1881	1397
1	1883	1398
1	1896	1399
1	1918	1400
1	1945	1401
1	1978	1402
1	2003	1403
1	2030	1404
1	2052	1405
1	2068	1406
1	2084	1407
1	2084	1408
1	2077	1409
1	2067	1410
1	2062	1411
1	2052	1412
1	2043	1413
1	2026	1414
1	2007	1415
1	1991	1416
1	1976	1417
1	1967	1418
1	1974	1419
1	2004	1420
1	2048	1421
1	2105	1422
1	2156	1423
1	2206	1424
1	2245	1425
1	2264	1426
1	2263	1427
1	2238	1428
1	2183	1429
1	2112	1430
1	2037	1431
1	1960	1432
1	1889	1433
1	1830	1434
1	1776	1435
1	1735	1436
1	1708	1437
1	1706	1438
1	1721	1439
1	1755	1440
1	1809	1441
1	1864	1442
1	1920	1443
1	1974	1444
1	2025	1445
1	2058	1446
1	2071	1447
1	2058	1448
1	2041	1449
1	2021	1450
1	2003	1451
1	1977	1452
1	1959	1453
1	1935	1454
1	1909	1455
1	1891	1456
1	1887	1457
1	1895	1458
1	1911	1459
1	1828	1500
1	1862	1501
1	1911	1502
1	1965	1503
1	2014	1504
1	2061	1505
1	2092	1506
1	2108	1507
1	2100	1508
1	2081	1509
1	2065	1510
1	2045	1511
1	2029	1512
1	2009	1513
1	1988	1514
1	1972	1515
1	1968	1516
1	1975	1517
1	1996	1518
1	2019	1519
1	1960	1480
1	1981	1481
1	2013	1482
1	2040	1483
1	2066	1484
1	2088	1485
1	2096	1486
1	2097	1487
1	2089	1488
1	2070	1489
1	2040	1490
1	2001	1491
1	1961	1492
1	1914	1493
1	1873	1494
1	1840	1495
1	1817	1496
1	1808	1497
1	1794	1498
1	1800	1499
1	1934	1460
1	1959	1461
1	1982	1462
1	2002	1463
1	2032	1464
1	2063	1465
1	2090	1466
1	2115	1467
1	2126	1468
1	2127	1469
1	2120	1470
1	2107	1471
1	2084	1472
1	2055	1473
1	2026	1474
1	2001	1475
1	1981	1476
1	1965	1477
1	1948	1478
1	1948	1479
1	2052	1520
1	2081	1521
1	2106	1522
1	2119	1523
1	2127	1524
1	2128	1525
1	2116	1526
1	2096	1527
1	2058	1528
1	2015	1529
1	1967	1530
1	1934	1531
1	1887	1532
1	1850	1533
1	1811	1534
1	1773	1535
1	1755	1536
1	1751	1537
1	1759	1538
1	1777	1539
1	1802	1540
1	1841	1541
1	1870	1542
1	1908	1543
1	1940	1544
1	1973	1545
1	2007	1546
1	2028	1547
1	2039	1548
1	2034	1549
1	2023	1550
1	2000	1551
1	1974	1552
1	1940	1553
1	1914	1554
1	1888	1555
1	1869	1556
1	1863	1557
1	1873	1558
1	1895	1559
1	1926	1560
1	1965	1561
1	2011	1562
1	2048	1563
1	2078	1564
1	2104	1565
1	2124	1566
1	2131	1567
1	2114	1568
1	2093	1569
1	2073	1570
1	2052	1571
1	2022	1572
1	1978	1573
1	1934	1574
1	1888	1575
1	1849	1576
1	1823	1577
1	1814	1578
1	1817	1579
1	1839	1580
1	1873	1581
1	1922	1582
1	1962	1583
1	2007	1584
1	2042	1585
1	2057	1586
1	2064	1587
1	2044	1588
1	2013	1589
1	1974	1590
1	1935	1591
1	1895	1592
1	1860	1593
1	1832	1594
1	1813	1595
1	1800	1596
1	1810	1597
1	1823	1598
1	1850	1599
1	1887	1600
1	1931	1601
1	1985	1602
1	2030	1603
1	2070	1604
1	2105	1605
1	2118	1606
1	2116	1607
1	2105	1608
1	2079	1609
1	2040	1610
1	1985	1611
1	1922	1612
1	1862	1613
1	1814	1614
1	1778	1615
1	1754	1616
1	1742	1617
1	1743	1618
1	1760	1619
1	1857	1640
1	1882	1641
1	1919	1642
1	1952	1643
1	1990	1644
1	2023	1645
1	2055	1646
1	2079	1647
1	2101	1648
1	2109	1649
1	2106	1650
1	2078	1651
1	2028	1652
1	1964	1653
1	1898	1654
1	1849	1655
1	1814	1656
1	1782	1657
1	1764	1658
1	1773	1659
1	1791	1620
1	1835	1621
1	1884	1622
1	1931	1623
1	1973	1624
1	2009	1625
1	2028	1626
1	2034	1627
1	2016	1628
1	1992	1629
1	1959	1630
1	1922	1631
1	1882	1632
1	1852	1633
1	1824	1634
1	1797	1635
1	1796	1636
1	1795	1637
1	1813	1638
1	1833	1639
1	1791	1660
1	1822	1661
1	1855	1662
1	1895	1663
1	1922	1664
1	1947	1665
1	1959	1666
1	1970	1667
1	1974	1668
1	1975	1669
1	1974	1670
1	1962	1671
1	1947	1672
1	1917	1673
1	1886	1674
1	1854	1675
1	1828	1676
1	1816	1677
1	1802	1678
1	1816	1679
1	1842	1680
1	1870	1681
1	1901	1682
1	1932	1683
1	1962	1684
1	1989	1685
1	2011	1686
1	2022	1687
1	2013	1688
1	2005	1689
1	1999	1690
1	1998	1691
1	1993	1692
1	1974	1693
1	1945	1694
1	1909	1695
1	1879	1696
1	1856	1697
1	1843	1698
1	1837	1699
1	1834	1700
1	1836	1701
1	1841	1702
1	1842	1703
1	1856	1704
1	1874	1705
1	1883	1706
1	1887	1707
1	1886	1708
1	1885	1709
1	1880	1710
1	1871	1711
1	1857	1712
1	1837	1713
1	1809	1714
1	1783	1715
1	1764	1716
1	1751	1717
1	1747	1718
1	1764	1719
1	1791	1740
1	1841	1741
1	1898	1742
1	1952	1743
1	2003	1744
1	2052	1745
1	2083	1746
1	2103	1747
1	2099	1748
1	2077	1749
1	2032	1750
1	1976	1751
1	1913	1752
1	1855	1753
1	1790	1754
1	1736	1755
1	1690	1756
1	1661	1757
1	1654	1758
1	1672	1759
1	1711	1760
1	1769	1761
1	1840	1762
1	1902	1763
1	1960	1764
1	2015	1765
1	2060	1766
1	2084	1767
1	2079	1768
1	2066	1769
1	2039	1770
1	2011	1771
1	1978	1772
1	1958	1773
1	1931	1774
1	1908	1775
1	1888	1776
1	1868	1777
1	1841	1778
1	1815	1779
1	1787	1780
1	1777	1781
1	1780	1782
1	1783	1783
1	1795	1784
1	1812	1785
1	1826	1786
1	1836	1787
1	1841	1788
1	1845	1789
1	1845	1790
1	1845	1791
1	1843	1792
1	1836	1793
1	1832	1794
1	1827	1795
1	1821	1796
1	1818	1797
1	1817	1798
1	1834	1799
1	1856	1780
1	1884	1781
1	1921	1782
1	1949	1783
1	1974	1784
1	2001	1785
1	2025	1786
1	2039	1787
1	2046	1788
1	2039	1789
1	2018	1790
1	1989	1791
1	1949	1792
1	1891	1793
1	1827	1794
1	1762	1795
1	1704	1796
1	1665	1797
1	1644	1798
1	1639	1799
1	1652	1800
1	1683	1801
1	1731	1802
1	1782	1803
1	1836	1804
1	1883	1805
1	1926	1806
1	1960	1807
1	1976	1808
1	1992	1809
1	2008	1810
1	2026	1811
1	2052	1812
1	2076	1813
1	2105	1814
1	2137	1815
1	2175	1816
1	2222	1817
1	2290	1818
1	2368	1819
1	2451	1820
1	2525	1821
1	2601	1822
1	2666	1823
1	2725	1824
1	2768	1825
1	2789	1826
1	2798	1827
1	2782	1828
1	2757	1829
1	2725	1830
1	2690	1831
1	2641	1832
1	2587	1833
1	2535	1834
1	2488	1835
1	2432	1836
1	2377	1837
1	2327	1838
1	2272	1839
1	2197	1840
1	2118	1841
1	2026	1842
1	1934	1843
1	1855	1844
1	1778	1845
1	1712	1846
1	1641	1847
1	1566	1848
1	1497	1849
1	1433	1850
1	1372	1851
1	1327	1852
1	1293	1853
1	1282	1854
1	1284	1855
1	1302	1856
1	1328	1857
1	1372	1858
1	1425	1859
1	1485	1860
1	1542	1861
1	1605	1862
1	1663	1863
1	1724	1864
1	1781	1865
1	1827	1866
1	1847	1867
1	1842	1868
1	1825	1869
1	1793	1870
1	1764	1871
1	1738	1872
1	1712	1873
1	1695	1874
1	1685	1875
1	1682	1876
1	1687	1877
1	1707	1878
1	1736	1879
1	1774	1880
1	1823	1881
1	1869	1882
1	1908	1883
1	1950	1884
1	1992	1885
1	2026	1886
1	2052	1887
1	2054	1888
1	2043	1889
1	2024	1890
1	2000	1891
1	1973	1892
1	1944	1893
1	1917	1894
1	1893	1895
1	1869	1896
1	1853	1897
1	1837	1898
1	1835	1899
1	1843	1900
1	1864	1901
1	1885	1902
1	1891	1903
1	1883	1904
1	1872	1905
1	1868	1906
1	1860	1907
1	1856	1908
1	1843	1909
1	1820	1910
1	1783	1911
1	1749	1912
1	1712	1913
1	1686	1914
1	1666	1915
1	1660	1916
1	1665	1917
1	1686	1918
1	1713	1919
1	1752	1920
1	1800	1921
1	1850	1922
1	1895	1923
1	1939	1924
1	1974	1925
1	1995	1926
1	2006	1927
1	2005	1928
1	1999	1929
1	1981	1930
1	1961	1931
1	1930	1932
1	1905	1933
1	1871	1934
1	1838	1935
1	1817	1936
1	1791	1937
1	1786	1938
1	1791	1939
1	1803	1940
1	1823	1941
1	1851	1942
1	1880	1943
1	1913	1944
1	1939	1945
